text,language,n_words
"Během života řady z nás, kteří jsme dnes tady, se počet obyvatel této planety ztrojnásobil..
",cs,15
"Jenom bych to zde ráda zmínila.
",cs,6
"Wir sollten die Sache wirklich im Detail prüfen.
",de,8
"Ensimmäinen niistä on neuvoston toiminnan avoimuus.
",fi,6
"(Formanden afbrød taleren)
",da,3
"(RO) Der öffentliche Auftragsmarkt auf EU-Ebene macht 16 % des BIPs der EU aus.
",de,13
"Naj najprej navedem nekaj pozitivnih točk.
",sl,6
"Olemme iloisia, että tänään hyväksyttyyn mietintöön on sisällytetty kaikki Portugalin kommunistisen puolueen (PCP) tekemät ehdotukset.
",fi,15
"Wir haben daraus gelernt.
",de,4
"Zatřetí by měl být podpořen Úřad pro boj proti podvodům.
",cs,10
"Dovolte mi vyzdvihnout několik nejdůležitějších.
",cs,5
"Ti, kdo přijímají politická a hospodářská rozhodnutí, mají povinnost pamatovat na postižené.
",cs,12
"- Πριν από την ψηφοφορία επί της παραγράφου 4:
",el,7
"Como deverá o orçamento ser financiado?
",pt,6
"Jag har frågat kommissionen om saken.
",sv,6
"Für uns sind, wie ich meine, zwei weitere Probleme von entscheidender Bedeutung.
",de,12
"Die EU war als ziviler Akteur erfolgreich.
",de,7
"Dette anser jeg for at være en stor mangel.
",da,9
"Mówiliśmy, nalegaliśmy, jako przyjaciele Stanów Zjednoczonych.
",pl,6
"Kommissionsledamot Barrot! Varför sitter jag i dag återigen i samma sits?
",sv,11
"Če mi dovolite, bi rad poudaril tri točke.
",sl,8
"O Parlamento deveria perseverar na sua posição de rever as perspectivas financeiras.
",pt,12
"Η ομάδα εμπειρογνωμόνων για τις εξαγορές έχει τροφοδοτηθεί με αυτή την τροποποίηση.
",el,12
"V oblasti bezpečnosti silničního provozu toho postupně dosahujeme.
",cs,8
"Es esencial atraer a más personas hacia el ámbito laboral.
",es,10
"Men jag kommer naturligtvis att vidarebefordra budskapet.
",sv,7
"Till detta ger Schwaigers betänkande en ny, mycket god grundval.
",sv,10
"La justice se prononcera bien évidemment sur les causes.
",fr,9
"También tenemos la cuestión de Haití.
",es,6
"Im Übrigen ist die Bewertung, wenn wir ganz ehrlich sind, bereits ziemlich überholt.
",de,13
"Λυπούμαι, ιδίως διότι συνέταξα γνωμοδότηση για την έκθεση της κ. Kuhn.
",el,11
"Dziękuję bardzo.
",pl,2
"Vedno bolj je poudarjena potreba po oblikovanju in utrditvi skupne evropske kulture in identitete.
",sl,14
"J'espère seulement que ce rapport sera réellement adopté et adopté à une large majorité.
",fr,15
"Jde o to, že podíl rozvojové pomoci směřující do zemědělství neustále klesá.
",cs,12
"Toda zakaj se nismo mogli dogovoriti o skupnem postopku imenovanja?
",sl,10
"as emissões de gases de escape e partículas que degradam a qualidade das águas balneares;
",pt,15
"Konečně musíme zvýšit svůj závazek k zemím Arabské ligy.
",cs,9
"Le prossime relazioni saranno sicuramente più concentrate sugli sviluppi ottenuti nell'anno in questione.
",it,14
"Onorevoli colleghi, vorrei passare rapidamente all' ordine del giorno.
",it,9
"Powstał nawet problem, bo zaczyna to budzić niezadowolenie w innych regionach Chin.
",pl,12
"Upati je, da bo sprememba političnega sistema na otoku čim prej dosežena.
",sl,12
"Musimy działać, ale walka ograniczona tylko do tego obszaru nic nie da.
",pl,12
"Výrobci pneumatik jsou postiženi stejně silně.
",cs,6
"Jako że matkuję polityce sąsiedztwa, oczywiście zawsze powtarzam, że bardzo chciałabym więcej środków.
",pl,13
"Αυτή τη στιγμή υπάρχουν περίπου 10 000 πρόσφυγες στη Μακεδονία.
",el,8
"Den första handlar om reformeringen av ombudsmannens stadga.
",sv,8
"Ich befürworte auch, was meine Vorredner in Bezug auf einen sofortigen Waffenstillstand gesagt haben.
",de,14
"Skupina Unie pro Evropu národů je jedním ze signatářů těchto usnesení.
",cs,11
"Souhlasíme s reformou systému DPH a zvláštních spotřebních daní.
",cs,9
"La ética y la responsabilidad financieras parecen, como siempre, palabras desconocidas para muchos de ellos.
",es,15
"E' una posizione che vorrei veder condivisa dall'UE e dall'alto rappresentante.
",it,13
"Detta ligger i allas intresse.
",sv,5
"Me haluamme sitä paitsi, että kalastuslaivaston toimia uudistetaan, emmekä me noudata tässä kohdin teidän ehdotuksianne.
",fi,15
"Monsieur le Président, je voudrais commencer par remercier M. Tamino pour un rapport bien rédigé.
",fr,15
"Enfin, j'aborde la question du genre.
",fr,7
"Det må De ikke glemme.
",da,5
"(NL) Teraz zajmę się sprawą Opla.
",pl,6
"Det kan absolut inte vara förnuftigt.
",sv,6
"Cela constitue une mesure disproportionnée, irréalisable et qui ouvre la porte aux fraudes.
",fr,13
"Ελπίζω ότι η Επιτροπή θα δώσει συνέχεια στην έκθεση του κ. Carnero.
",el,12
"Än mer oroande är att över 400 000 europeiska barn blir överviktiga varje år.
",sv,12
"Apertura de la sesión
",es,4
"Dziś sprawozdania pani Berès i pana Feio stanowią wyraźne przesłanie Parlamentu Europejskiego.
",pl,12
"Como muchos han comentado, tenemos que hablar al unísono cuando hablemos de Rusia.
",es,13
"Não estava a atacá-lo, especificamente.
",pt,6
"Inrättande av Eurodac för jämförelse av fingeravtryck (omarbetning) (
",sv,8
"Debata została zamknięta.
",pl,3
"Trots detta bifaller vi denna gång.
",sv,6
"Jeg stemmer imidlertid for dette ændringsforslag, selv om det ikke tilføjer noget til betænkningen.
",da,14
"En sådan tilgang vil være i strid med FAO's adfærdskodeks.
",da,11
"Uważamy, że długie przetrzymywanie w więzieniu bez procesu jest niezgodne z prawem międzynarodowym.
",pl,13
"Vi ser nu frem til formaliseringen af aftalen efter andenbehandlingen.
",da,10
"Tiene la palabra el Sr. Liikanen en nombre de la Comisión.
",es,11
"¿Por qué?
",es,2
"Es gibt zwei Kritikpunkte, die meine Kollegen und meine Fraktion heute gerne geklärt hätten.
",de,14
"Os Estados-Membros não conseguiram fazê-lo, mas, lamentavelmente, nós também não.
",pt,12
"Bilo je tudi nekaj vprašanj o davčnih vidikih.
",sl,8
"Jag har därför mycket lite att säga om Zsolt László Becseys betänkande.
",sv,12
"Rada podjęła także dwie kolejne decyzje w celu zachęcenia Białorusi do kontynuowania reform.
",pl,13
"Nejsou skutečně předmětem pro naléhavou rozpravu.
",cs,6
"Che cosa fa in tale contesto l'Unione europea?
",it,9
"Com 30.000 rejeições anuais, atingimos neste momento os 200 000 por ano.
",pt,9
"L'obiettivo della proposta è quello di uniformare e snellire la politica energetica comunitaria.
",it,14
"Señor Barroso, estamos dispuestos a establecer la asociación especial a la que usted ha aludido.
",es,15
"¿Qué grado de resolución tiene el Consejo?
",es,7
"Vi är beredda att diskutera det med er.
",sv,8
"Αυτός είναι ο λόγος που απείχα κατά την ψηφοφορία.
",el,9
"Εκτός αυτού, μια άλλη σημαντική πτυχή είναι το γεγονός ότι δεν πρόκειται για γραφειοκρατικά μέσα.
",el,15
"Enquêtes et prévention des accidents et des incidents dans l'aviation civile (
",fr,12
"Proto jsem hlasoval pro přijetí tohoto návrhu usnesení.
",cs,8
"Ma non abbiamo fatto niente per trovare soluzioni alternative, come invece avremmo dovuto.
",it,13
"Die Abstimmung findet um 12.00 Uhr statt.
",de,6
"Θα ήθελα να θίξω ένα-δυο μείζονα ζητήματα.
",el,8
"Proizvodnja in zaposlovanje v sektorju tekstila in oblačil v številnih državah članicah EU (razprava)
",sl,14
"Herr ordförande, enligt min mening bröt man mot demokratin i omröstningen om Titleys betänkande.
",sv,14
"Qu'il ne se produise aucun des événements fâcheux dont nous nous lamentons ?
",fr,13
"Dies ist vor allem wichtig, um gefährdete Standorte zu ermitteln und Maßnahmenpakete zu schnüren.
",de,14
"Assim, somos discriminados em relação aos nossos concidadãos europeus.
",pt,9
"Dadurch sind Probleme entstanden.
",de,4
"Dwie technologie są obecnie stosowane do przetwarzania takich odpadów: albo ponowne wykorzystanie, albo ostateczne usunięcie.
",pl,15
"Ahora quieren más dinero, y la oportunidad de utilizarlo en elecciones nacionales.
",es,12
"Esta tornou-se num mundo sob o jugo anglo-saxónico.
",pt,10
"El informe ha sido aprobado de manera unánime en comisión y valoro esto muy positivamente.
",es,15
"EU je sklenila okrepiti večstransko in regionalno sodelovanje s sosednimi državami in med njimi.
",sl,14
"É a política de cooperação que está em jogo.
",pt,9
"Il ne s'agit pas non plus d'une question féministe.
",fr,11
"Mój kraj, Szwecja, jest najgęściej zalesionym krajem UE.
",pl,8
"S vaším svolením bych teď toto prohlášení přednesl.
",cs,8
"Menneskene der følte sig forsvarsløse og forladte.
",da,7
"De cette manière, la question des bases juridiques ne se posera plus.
",fr,12
"Priorità della politica a favore dei consumatori (1996-1998) (proseguimento)
",it,8
"Unser Premierminister scheint an Maulwurfswahnsinn zu leiden.
",de,7
"Dokazi so jasni.
",sl,3
"(O Parlamento aprova a resolução)
",pt,5
"Nikakor nisem fanatičen privrženec prostega trga.
",sl,6
"(Le président déclare la position commune approuvée telle que modifiée)
",fr,10
"¿Qué aspecto tiene la situación presupuestaria en general antes del procedimiento presupuestario de otoño?
",es,14
"Se ei tietenkään sellaisenaan riitä, mutta voi toimia liikkeelle panevana voimana kuvatulla tavalla.
",fi,13
"A Comissão pode comentar os rumores surgidos por nãoparticipar nos trabalhos do novo Comité Militar?
",pt,15
"ponente. - Señor Presidente, se han dicho muchas cosas.
",es,8
"Wnioski Komisji w tym sektorze uwzględniają w szczególności międzynarodowe konwencje.
",pl,10
"Κυρία Πρόεδρε, ευχαριστώ όλους τους συναδέλφους που μίλησαν σήμερα το απόγευμα και το βράδυ.
",el,14
"Μην καθυστερήσετε, μιμηθείτε τους και όταν καμμιά φορά κάνουν κάτι θετικό.
",el,11
"   – Herr Präsident! Zunächst möchte ich Herrn Della Vedova zu seinem Bericht, der ausgezeichnet ist, beglückwünschen.
",de,15
"Lo saludo y la Presidencia austríaca intentará que no se cuestionen estas propuestas.
",es,13
"Musimy nauczyć się szybko wymieniać informację i przyjąć zwyczaje przyjazne dla środowiska.
",pl,12
"A votação terá lugar amanhã.
",pt,5
"Ett annat problem som tas upp i rapporten är samarbetet med FN.
",sv,12
"Herr Präsident Borrell, dieses sind die letzten Tage Ihrer Präsidentschaft im Europäischen Parlament.
",de,13
"Δεν αρκεί παρά να κοιτάξουμε στον χάρτη.
",el,7
"Stabilne finanse publiczne w bieżącym okresie wstrząsu gospodarczego pozwolą rządom poradzić sobie z deficytami strukturalnymi.
",pl,15
"Ο Πρόεδρος της Επιτροπής έχει δίκιο σε ένα πράγμα, ωστόσο.
",el,10
"Forskning har vist, at efterspørgslen efter vand stiger i takt med, at samfundene bliver rigere.
",da,15
"Kun EU päätti aloittaa liittymisneuvottelut, se toivoi ja oletti Turkin todellakin kuuluvan eurooppalaiseen perheeseen.
",fi,14
"Jasno je, da si mora sektor zelo prizadevati, da bo dosegel dogovorjene standarde za leto 2020.
",sl,15
"Tato zpráva, kterou předložila paní Schaakeová, se zabývá kulturními rozměry vnějších aktivit Evropské unie.
",cs,14
"Wir als Europäisches Parlament müssen gewährleisten, dass die Wirtschaftspolitik konsequent umgesetzt wird.
",de,12
"E, por último, a terceira omissão refere-se à informação.
",pt,10
"Sanon vielä kaksi muuta asiaa.
",fi,5
"J'accepterai un autre orateur en faveur, s'il y en a un.
",fr,13
"Låt mig helt kortfattat ta upp tre frågor som jag upplever som viktiga.
",sv,13
"Brozga, ki je vsebovala zelo strupene kemikalije, je preplavila sosednja polja in vasi.
",sl,13
"Ehdotuksessa jätetään tästä huolimatta vieläkin huomiotta Euroopan parlamentin tehtävä niin menettelyn alkuunsaattajana kuin osana sitä.
",fi,15
"Der Vorsteuerabzug innerhalb der Unternehmerkette ermöglicht erst diesen Steuerbetrug und müsste daher abgeschafft werden.
",de,14
"Solidaarisuuden ansiosta saavutettiin myös paljon muuta.
",fi,6
"O longo prazo e o curto prazo: ambos têm de ser abordados.
",pt,12
"Derfor stemmer vores gruppe imod den holdning om privatisering, som er vedtaget af Rådet.
",da,14
"Μέχρι το 2015, όλα τα παιδιά και ιδίως τα κορίτσια πρέπει να πηγαίνουν σχολείο.
",el,13
"Wiederaufnahme der Sitzungsperiode
",de,3
"Cette législation n’est pas satisfaisante.
",fr,6
"Esta manhã falámos de protecção do ambiente, tendo então sido afirmado que esta é prioritária.
",pt,15
"På topmødet blev den første åbne koordinationscyklus om pensioner afsluttet.
",da,10
"I betänkandet har jag också understrukit vikten av att införliva energieffektivitet i de nationella handlingsplanerna.
",sv,15
"El texto aprobado por el Comité de Conciliación merece nuestro apoyo.
",es,11
"Har De fastsat en tidsplan?
",da,5
"Cada vez que han ocurrido hemos dejado oír nuestra voz.
",es,10
"Jag förklarar debatten för avslutad.
",sv,5
"La famiglia è l’unità più piccola che va a formare lo Stato.
",it,13
"Totéž platí i o vzdělávání.
",cs,5
"Aguardo-a com optimismo.
",pt,4
"Comunico que recebi um pedido do Grupo dos Verdes/Aliança Livre Europeia para quarta-feira.
",pt,15
"Se on osoittautunut hyväksi, ja sen tulokset lukeutuvat parlamentin työn kohokohtiin ja erinomaisiin saavutuksiin.
",fi,14
"Därför såg vi med tillfredsställelse att denna lagreglering genomfördes i Sverige den 1 januari 1997.
",sv,13
"Izjava Komisije v zvezi s Prilogo VIIb
",sl,7
"Είναι καθόλα θεμιτό γι' αυτούς να επιθυμούν να διεξάγουν κομματικές δραστηριότητες.
",el,11
"Inondazioni in Grecia
",it,3
"Vielmehr wird ein neues System der Planung und Entscheidungsfindung geschaffen, das die Amerikaner explizit ausschließt.
",de,15
"Jestem przekonany, że klimat rewolucji w regionie Morza Śródziemnego może nadać procesowi pokojowemu nowego rozmachu.
",pl,15
"Si ritorna quindi al problema di prima.
",it,7
"Πράγματι, μπορούμε να παραθέσουμε πολλά επιτεύγματα που έχουν απλουστεύσει τη ζωή μας στην ΕΕ.
",el,14
